,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.75,0.608,1,-4.008,1,0.0387,0.00165,0.0,0.178,0.958,132.507,audio_features,4pt5fDVTg5GhEvEtlz9dKk,spotify:track:4pt5fDVTg5GhEvEtlz9dKk,https://api.spotify.com/v1/tracks/4pt5fDVTg5GhEvEtlz9dKk,https://api.spotify.com/v1/audio-analysis/4pt5fDVTg5GhEvEtlz9dKk,173347,4
1,0.551,0.913,0,-4.063,0,0.0466,0.0263,1.35e-05,0.347,0.544,119.992,audio_features,0v1XpBHnsbkCn7iJ9Ucr1l,spotify:track:0v1XpBHnsbkCn7iJ9Ucr1l,https://api.spotify.com/v1/tracks/0v1XpBHnsbkCn7iJ9Ucr1l,https://api.spotify.com/v1/audio-analysis/0v1XpBHnsbkCn7iJ9Ucr1l,224493,4
2,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,audio_features,4CeeEOM32jQcH3eN9Q2dGj,spotify:track:4CeeEOM32jQcH3eN9Q2dGj,https://api.spotify.com/v1/tracks/4CeeEOM32jQcH3eN9Q2dGj,https://api.spotify.com/v1/audio-analysis/4CeeEOM32jQcH3eN9Q2dGj,301920,4
3,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,audio_features,3dPQuX8Gs42Y7b454ybpMR,spotify:track:3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/tracks/3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/audio-analysis/3dPQuX8Gs42Y7b454ybpMR,232107,4
4,0.355,0.918,1,-4.36,1,0.0746,0.00119,0.0,0.0971,0.24,148.114,audio_features,3n3Ppam7vgaVa1iaRUc9Lp,spotify:track:3n3Ppam7vgaVa1iaRUc9Lp,https://api.spotify.com/v1/tracks/3n3Ppam7vgaVa1iaRUc9Lp,https://api.spotify.com/v1/audio-analysis/3n3Ppam7vgaVa1iaRUc9Lp,222200,4
5,0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,audio_features,1jJci4qxiYcOHhQR247rEU,spotify:track:1jJci4qxiYcOHhQR247rEU,https://api.spotify.com/v1/tracks/1jJci4qxiYcOHhQR247rEU,https://api.spotify.com/v1/audio-analysis/1jJci4qxiYcOHhQR247rEU,302840,4
6,0.791,0.59,1,-9.206,0,0.0793,0.0994,0.00203,0.065,0.714,119.951,audio_features,2GYHyAoLWpkxLVa4oYTVko,spotify:track:2GYHyAoLWpkxLVa4oYTVko,https://api.spotify.com/v1/tracks/2GYHyAoLWpkxLVa4oYTVko,https://api.spotify.com/v1/audio-analysis/2GYHyAoLWpkxLVa4oYTVko,206067,4
7,0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059,audio_features,1qDrWA6lyx8cLECdZE7TV7,spotify:track:1qDrWA6lyx8cLECdZE7TV7,https://api.spotify.com/v1/tracks/1qDrWA6lyx8cLECdZE7TV7,https://api.spotify.com/v1/audio-analysis/1qDrWA6lyx8cLECdZE7TV7,244885,4
8,0.884,0.581,11,-8.813,1,0.0378,0.427,0.000206,0.0759,0.728,114.016,audio_features,34xGLuxM0rkxhCVyMSqwJO,spotify:track:34xGLuxM0rkxhCVyMSqwJO,https://api.spotify.com/v1/tracks/34xGLuxM0rkxhCVyMSqwJO,https://api.spotify.com/v1/audio-analysis/34xGLuxM0rkxhCVyMSqwJO,313684,4
9,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,audio_features,21jGcNKet2qwijlDFuPiPb,spotify:track:21jGcNKet2qwijlDFuPiPb,https://api.spotify.com/v1/tracks/21jGcNKet2qwijlDFuPiPb,https://api.spotify.com/v1/audio-analysis/21jGcNKet2qwijlDFuPiPb,215280,4
10,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,audio_features,3RiPr603aXAoi4GHyXx0uy,spotify:track:3RiPr603aXAoi4GHyXx0uy,https://api.spotify.com/v1/tracks/3RiPr603aXAoi4GHyXx0uy,https://api.spotify.com/v1/audio-analysis/3RiPr603aXAoi4GHyXx0uy,258267,4
11,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,audio_features,5A1FmxbYVRZKy4nc16MAue,spotify:track:5A1FmxbYVRZKy4nc16MAue,https://api.spotify.com/v1/tracks/5A1FmxbYVRZKy4nc16MAue,https://api.spotify.com/v1/audio-analysis/5A1FmxbYVRZKy4nc16MAue,203347,4
12,0.653,0.788,6,-5.026,0,0.0313,0.014,3.05e-05,0.365,0.594,127.016,audio_features,5xYhrLgufpqwc7FDeaEzd4,spotify:track:5xYhrLgufpqwc7FDeaEzd4,https://api.spotify.com/v1/tracks/5xYhrLgufpqwc7FDeaEzd4,https://api.spotify.com/v1/audio-analysis/5xYhrLgufpqwc7FDeaEzd4,171524,4
13,0.756,0.784,4,-6.195,0,0.0819,0.122,1.25e-06,0.0526,0.943,105.961,audio_features,27iPwB996qUnv5oVq6QyjN,spotify:track:27iPwB996qUnv5oVq6QyjN,https://api.spotify.com/v1/tracks/27iPwB996qUnv5oVq6QyjN,https://api.spotify.com/v1/audio-analysis/27iPwB996qUnv5oVq6QyjN,174873,4
14,0.625,0.804,9,-4.269,0,0.0606,0.155,0.0,0.118,0.664,134.733,audio_features,6armzzRhu0dBBNa0Fz41Jg,spotify:track:6armzzRhu0dBBNa0Fz41Jg,https://api.spotify.com/v1/tracks/6armzzRhu0dBBNa0Fz41Jg,https://api.spotify.com/v1/audio-analysis/6armzzRhu0dBBNa0Fz41Jg,144808,4
15,0.706,0.772,0,-6.312,1,0.0652,0.0527,0.0,0.0636,0.964,119.976,audio_features,6Mw1NYkSkqrX1HtzDdTdAZ,spotify:track:6Mw1NYkSkqrX1HtzDdTdAZ,https://api.spotify.com/v1/tracks/6Mw1NYkSkqrX1HtzDdTdAZ,https://api.spotify.com/v1/audio-analysis/6Mw1NYkSkqrX1HtzDdTdAZ,195549,4
16,0.645,0.891,6,-2.505,0,0.0387,0.0932,3.88e-06,0.379,0.568,124.915,audio_features,2rgtCOVK2tpfao2VjURn84,spotify:track:2rgtCOVK2tpfao2VjURn84,https://api.spotify.com/v1/tracks/2rgtCOVK2tpfao2VjURn84,https://api.spotify.com/v1/audio-analysis/2rgtCOVK2tpfao2VjURn84,203520,4
17,0.67,0.888,7,-4.622,1,0.0452,0.00199,0.0,0.232,0.544,95.002,audio_features,76vzW941WbfYjAp7SusKIj,spotify:track:76vzW941WbfYjAp7SusKIj,https://api.spotify.com/v1/tracks/76vzW941WbfYjAp7SusKIj,https://api.spotify.com/v1/audio-analysis/76vzW941WbfYjAp7SusKIj,191486,4
18,0.715,0.796,4,-4.889,0,0.0534,0.0284,0.0,0.0658,0.431,129.041,audio_features,7eXrGBrl1mBKhxlWX0IoOQ,spotify:track:7eXrGBrl1mBKhxlWX0IoOQ,https://api.spotify.com/v1/tracks/7eXrGBrl1mBKhxlWX0IoOQ,https://api.spotify.com/v1/audio-analysis/7eXrGBrl1mBKhxlWX0IoOQ,218707,4
19,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.269,0.428,89.938,audio_features,5qaEfEh1AtSdrdrByCP7qR,spotify:track:5qaEfEh1AtSdrdrByCP7qR,https://api.spotify.com/v1/tracks/5qaEfEh1AtSdrdrByCP7qR,https://api.spotify.com/v1/audio-analysis/5qaEfEh1AtSdrdrByCP7qR,177507,4
20,0.628,0.882,1,-5.024,0,0.0323,0.259,0.0,0.065,0.853,95.083,audio_features,2T3jgoAMbBXiMMD8pSc6QL,spotify:track:2T3jgoAMbBXiMMD8pSc6QL,https://api.spotify.com/v1/tracks/2T3jgoAMbBXiMMD8pSc6QL,https://api.spotify.com/v1/audio-analysis/2T3jgoAMbBXiMMD8pSc6QL,184413,4
21,0.584,0.889,1,-5.941,0,0.0343,0.0462,0.828,0.309,0.464,126.04,audio_features,5UqCQaDshqbIk3pkhy4Pjg,spotify:track:5UqCQaDshqbIk3pkhy4Pjg,https://api.spotify.com/v1/tracks/5UqCQaDshqbIk3pkhy4Pjg,https://api.spotify.com/v1/audio-analysis/5UqCQaDshqbIk3pkhy4Pjg,199907,4
22,0.746,0.778,0,-6.17,1,0.0269,0.0486,0.0,0.0713,0.61,127.96,audio_features,2X43HmabmJDLnMyRw8DdKn,spotify:track:2X43HmabmJDLnMyRw8DdKn,https://api.spotify.com/v1/tracks/2X43HmabmJDLnMyRw8DdKn,https://api.spotify.com/v1/audio-analysis/2X43HmabmJDLnMyRw8DdKn,245933,4
23,0.607,0.783,7,-4.41,1,0.0397,0.000683,0.0,0.0678,0.434,113.172,audio_features,6TrNRd98WksT9Kkmx9uj6R,spotify:track:6TrNRd98WksT9Kkmx9uj6R,https://api.spotify.com/v1/tracks/6TrNRd98WksT9Kkmx9uj6R,https://api.spotify.com/v1/audio-analysis/6TrNRd98WksT9Kkmx9uj6R,231173,4
24,0.871,0.701,5,-5.594,0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,audio_features,5r5cp9IpziiIsR6b93vcnQ,spotify:track:5r5cp9IpziiIsR6b93vcnQ,https://api.spotify.com/v1/tracks/5r5cp9IpziiIsR6b93vcnQ,https://api.spotify.com/v1/audio-analysis/5r5cp9IpziiIsR6b93vcnQ,198440,4
25,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,audio_features,62yJjFtgkhUrXktIoSjgP2,spotify:track:62yJjFtgkhUrXktIoSjgP2,https://api.spotify.com/v1/tracks/62yJjFtgkhUrXktIoSjgP2,https://api.spotify.com/v1/audio-analysis/62yJjFtgkhUrXktIoSjgP2,186813,4
26,0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,audio_features,1yvMUkIOTeUNtNWlWRgANS,spotify:track:1yvMUkIOTeUNtNWlWRgANS,https://api.spotify.com/v1/tracks/1yvMUkIOTeUNtNWlWRgANS,https://api.spotify.com/v1/audio-analysis/1yvMUkIOTeUNtNWlWRgANS,217747,4
27,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,audio_features,4lhqb6JvbHId48OUJGwymk,spotify:track:4lhqb6JvbHId48OUJGwymk,https://api.spotify.com/v1/tracks/4lhqb6JvbHId48OUJGwymk,https://api.spotify.com/v1/audio-analysis/4lhqb6JvbHId48OUJGwymk,255093,4
28,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,audio_features,4zOfy9kqJlG0ZXvcaSh4gv,spotify:track:4zOfy9kqJlG0ZXvcaSh4gv,https://api.spotify.com/v1/tracks/4zOfy9kqJlG0ZXvcaSh4gv,https://api.spotify.com/v1/audio-analysis/4zOfy9kqJlG0ZXvcaSh4gv,242373,4
29,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,audio_features,0ct6r3EGTcMLPtrXHDvVjc,spotify:track:0ct6r3EGTcMLPtrXHDvVjc,https://api.spotify.com/v1/tracks/0ct6r3EGTcMLPtrXHDvVjc,https://api.spotify.com/v1/audio-analysis/0ct6r3EGTcMLPtrXHDvVjc,176658,4
30,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,audio_features,63pQm5g0IXLckrv9X3KEyX,spotify:track:63pQm5g0IXLckrv9X3KEyX,https://api.spotify.com/v1/tracks/63pQm5g0IXLckrv9X3KEyX,https://api.spotify.com/v1/audio-analysis/63pQm5g0IXLckrv9X3KEyX,210960,4
31,0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006,audio_features,3jomjC6H7YQBRr2CHPtc4y,spotify:track:3jomjC6H7YQBRr2CHPtc4y,https://api.spotify.com/v1/tracks/3jomjC6H7YQBRr2CHPtc4y,https://api.spotify.com/v1/audio-analysis/3jomjC6H7YQBRr2CHPtc4y,192191,4
32,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,audio_features,4OSBTYWVwsQhGLF9NHvIbR,spotify:track:4OSBTYWVwsQhGLF9NHvIbR,https://api.spotify.com/v1/tracks/4OSBTYWVwsQhGLF9NHvIbR,https://api.spotify.com/v1/audio-analysis/4OSBTYWVwsQhGLF9NHvIbR,228093,4
33,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,audio_features,3di5hcvxxciiqwMH1jarhY,spotify:track:3di5hcvxxciiqwMH1jarhY,https://api.spotify.com/v1/tracks/3di5hcvxxciiqwMH1jarhY,https://api.spotify.com/v1/audio-analysis/3di5hcvxxciiqwMH1jarhY,242974,4
34,0.671,0.771,7,-4.821,0,0.0316,0.00492,7.28e-06,0.354,0.436,90.003,audio_features,27tNWlhdAryQY04Gb2ZhUI,spotify:track:27tNWlhdAryQY04Gb2ZhUI,https://api.spotify.com/v1/tracks/27tNWlhdAryQY04Gb2ZhUI,https://api.spotify.com/v1/audio-analysis/27tNWlhdAryQY04Gb2ZhUI,223546,4
35,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,audio_features,2dOTkLZFbpNXrhc24CnTFd,spotify:track:2dOTkLZFbpNXrhc24CnTFd,https://api.spotify.com/v1/tracks/2dOTkLZFbpNXrhc24CnTFd,https://api.spotify.com/v1/audio-analysis/2dOTkLZFbpNXrhc24CnTFd,245040,4
36,0.743,0.752,4,-4.813,1,0.0414,0.0188,0.0,0.287,0.545,110.015,audio_features,1XGmzt0PVuFgQYYnV2It7A,spotify:track:1XGmzt0PVuFgQYYnV2It7A,https://api.spotify.com/v1/tracks/1XGmzt0PVuFgQYYnV2It7A,https://api.spotify.com/v1/audio-analysis/1XGmzt0PVuFgQYYnV2It7A,231173,4
37,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,audio_features,47Slg6LuqLaX0VodpSCvPt,spotify:track:47Slg6LuqLaX0VodpSCvPt,https://api.spotify.com/v1/tracks/47Slg6LuqLaX0VodpSCvPt,https://api.spotify.com/v1/audio-analysis/47Slg6LuqLaX0VodpSCvPt,220734,4
38,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,audio_features,37ZJ0p5Jm13JPevGcx4SkF,spotify:track:37ZJ0p5Jm13JPevGcx4SkF,https://api.spotify.com/v1/tracks/37ZJ0p5Jm13JPevGcx4SkF,https://api.spotify.com/v1/audio-analysis/37ZJ0p5Jm13JPevGcx4SkF,249293,4
39,0.541,0.96,0,-2.947,0,0.0505,0.0663,2.25e-06,0.344,0.812,122.803,audio_features,0rmGAIH9LNJewFw7nKzZnc,spotify:track:0rmGAIH9LNJewFw7nKzZnc,https://api.spotify.com/v1/tracks/0rmGAIH9LNJewFw7nKzZnc,https://api.spotify.com/v1/audio-analysis/0rmGAIH9LNJewFw7nKzZnc,222707,4
40,0.309,0.649,7,-8.994,1,0.035,0.0158,0.00591,0.367,0.312,166.915,audio_features,7EZC6E7UjZe63f1jRmkWxt,spotify:track:7EZC6E7UjZe63f1jRmkWxt,https://api.spotify.com/v1/tracks/7EZC6E7UjZe63f1jRmkWxt,https://api.spotify.com/v1/audio-analysis/7EZC6E7UjZe63f1jRmkWxt,306440,4
41,0.853,0.981,8,-3.947,1,0.0751,0.247,0.468,0.306,0.595,118.193,audio_features,2bCQHF9gdG5BNDVuEIEnNk,spotify:track:2bCQHF9gdG5BNDVuEIEnNk,https://api.spotify.com/v1/tracks/2bCQHF9gdG5BNDVuEIEnNk,https://api.spotify.com/v1/audio-analysis/2bCQHF9gdG5BNDVuEIEnNk,257760,4
42,0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,audio_features,1TfqLAPs4K3s2rJMoCokcS,spotify:track:1TfqLAPs4K3s2rJMoCokcS,https://api.spotify.com/v1/tracks/1TfqLAPs4K3s2rJMoCokcS,https://api.spotify.com/v1/audio-analysis/1TfqLAPs4K3s2rJMoCokcS,216933,4
43,0.426,0.687,11,-6.926,0,0.0329,0.409,0.0,0.112,0.189,84.141,audio_features,5n6RDaGFSN88oRWuGtYAIN,spotify:track:5n6RDaGFSN88oRWuGtYAIN,https://api.spotify.com/v1/tracks/5n6RDaGFSN88oRWuGtYAIN,https://api.spotify.com/v1/audio-analysis/5n6RDaGFSN88oRWuGtYAIN,277827,4
44,0.605,0.757,3,-5.897,0,0.0554,0.0396,2.6e-06,0.0447,0.828,157.714,audio_features,0Q6mJSyGsUmg9WXgOcOf7A,spotify:track:0Q6mJSyGsUmg9WXgOcOf7A,https://api.spotify.com/v1/tracks/0Q6mJSyGsUmg9WXgOcOf7A,https://api.spotify.com/v1/audio-analysis/0Q6mJSyGsUmg9WXgOcOf7A,246000,4
45,0.396,0.293,2,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307,audio_features,44AyOl4qVkzS48vBsbNXaC,spotify:track:44AyOl4qVkzS48vBsbNXaC,https://api.spotify.com/v1/tracks/44AyOl4qVkzS48vBsbNXaC,https://api.spotify.com/v1/audio-analysis/44AyOl4qVkzS48vBsbNXaC,182360,3
46,0.764,0.887,11,-3.726,1,0.0744,0.0816,0.00011,0.847,0.72,118.427,audio_features,7azo4rpSUh8nXgtonC6Pkq,spotify:track:7azo4rpSUh8nXgtonC6Pkq,https://api.spotify.com/v1/tracks/7azo4rpSUh8nXgtonC6Pkq,https://api.spotify.com/v1/audio-analysis/7azo4rpSUh8nXgtonC6Pkq,358053,4
47,0.697,0.832,9,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,audio_features,2grjqo0Frpf2okIBiifQKs,spotify:track:2grjqo0Frpf2okIBiifQKs,https://api.spotify.com/v1/tracks/2grjqo0Frpf2okIBiifQKs,https://api.spotify.com/v1/audio-analysis/2grjqo0Frpf2okIBiifQKs,215093,4
48,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,audio_features,2zYzyRzz6pRmhPzyfMEC8s,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,https://api.spotify.com/v1/tracks/2zYzyRzz6pRmhPzyfMEC8s,https://api.spotify.com/v1/audio-analysis/2zYzyRzz6pRmhPzyfMEC8s,208400,4
49,0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,audio_features,3MrRksHupTVEQ7YbA0FsZK,spotify:track:3MrRksHupTVEQ7YbA0FsZK,https://api.spotify.com/v1/tracks/3MrRksHupTVEQ7YbA0FsZK,https://api.spotify.com/v1/audio-analysis/3MrRksHupTVEQ7YbA0FsZK,310333,4
50,0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,audio_features,5T8EDUDqKcs6OSOwEsfqG7,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,https://api.spotify.com/v1/tracks/5T8EDUDqKcs6OSOwEsfqG7,https://api.spotify.com/v1/audio-analysis/5T8EDUDqKcs6OSOwEsfqG7,209413,4
51,0.623,0.537,10,-10.014,0,0.0726,0.332,1.4e-05,0.0963,0.905,166.885,audio_features,452KBpASS5lZLeJWX9Ixub,spotify:track:452KBpASS5lZLeJWX9Ixub,https://api.spotify.com/v1/tracks/452KBpASS5lZLeJWX9Ixub,https://api.spotify.com/v1/audio-analysis/452KBpASS5lZLeJWX9Ixub,146933,4
52,0.379,0.781,0,-6.147,0,0.0417,0.315,0.000162,0.401,0.327,77.567,audio_features,7xHATAMD7ezTZGYsNAMr5R,spotify:track:7xHATAMD7ezTZGYsNAMr5R,https://api.spotify.com/v1/tracks/7xHATAMD7ezTZGYsNAMr5R,https://api.spotify.com/v1/audio-analysis/7xHATAMD7ezTZGYsNAMr5R,147840,4
53,0.18,0.371,4,-9.033,0,0.0332,0.583,0.00217,0.116,0.0388,139.671,audio_features,77X4MKKCVpGSHsaErgCLzT,spotify:track:77X4MKKCVpGSHsaErgCLzT,https://api.spotify.com/v1/tracks/77X4MKKCVpGSHsaErgCLzT,https://api.spotify.com/v1/audio-analysis/77X4MKKCVpGSHsaErgCLzT,314489,4
54,0.782,0.866,3,-3.763,0,0.0489,0.0505,1.39e-05,0.218,0.896,138.859,audio_features,6pBM20jZldvNlbNcnwAX0y,spotify:track:6pBM20jZldvNlbNcnwAX0y,https://api.spotify.com/v1/tracks/6pBM20jZldvNlbNcnwAX0y,https://api.spotify.com/v1/audio-analysis/6pBM20jZldvNlbNcnwAX0y,257907,4
55,0.594,0.571,10,-7.943,0,0.0285,0.526,0.163,0.204,0.674,100.827,audio_features,4P60VVMdkWcwGMBC7r4Kgp,spotify:track:4P60VVMdkWcwGMBC7r4Kgp,https://api.spotify.com/v1/tracks/4P60VVMdkWcwGMBC7r4Kgp,https://api.spotify.com/v1/audio-analysis/4P60VVMdkWcwGMBC7r4Kgp,159600,4
56,0.492,0.928,5,-4.037,1,0.071,0.61,0.00259,0.368,0.92,194.078,audio_features,1CtKHwDqsH3ctcCCI18N0g,spotify:track:1CtKHwDqsH3ctcCCI18N0g,https://api.spotify.com/v1/tracks/1CtKHwDqsH3ctcCCI18N0g,https://api.spotify.com/v1/audio-analysis/1CtKHwDqsH3ctcCCI18N0g,203453,4
57,0.812,0.624,6,-7.994,0,0.0576,0.205,0.655,0.0322,0.871,121.351,audio_features,68IH3sYANDxWiaayhtt3oR,spotify:track:68IH3sYANDxWiaayhtt3oR,https://api.spotify.com/v1/tracks/68IH3sYANDxWiaayhtt3oR,https://api.spotify.com/v1/audio-analysis/68IH3sYANDxWiaayhtt3oR,230333,4
58,0.699,0.607,10,-15.293,0,0.0353,0.103,0.000629,0.236,0.958,103.612,audio_features,2xSXw1EqGSAKc1e4TPaQvV,spotify:track:2xSXw1EqGSAKc1e4TPaQvV,https://api.spotify.com/v1/tracks/2xSXw1EqGSAKc1e4TPaQvV,https://api.spotify.com/v1/audio-analysis/2xSXw1EqGSAKc1e4TPaQvV,284067,4
59,0.53,0.37,6,-9.989,1,0.0279,0.806,0.0,0.112,0.701,140.061,audio_features,4O3RwH1TFG1EjPezLIYehI,spotify:track:4O3RwH1TFG1EjPezLIYehI,https://api.spotify.com/v1/tracks/4O3RwH1TFG1EjPezLIYehI,https://api.spotify.com/v1/audio-analysis/4O3RwH1TFG1EjPezLIYehI,206734,4
60,0.745,0.5,8,-6.184,1,0.135,0.439,0.0,0.0943,0.433,76.968,audio_features,21CkzgKCBCq5V4XKjiGSIj,spotify:track:21CkzgKCBCq5V4XKjiGSIj,https://api.spotify.com/v1/tracks/21CkzgKCBCq5V4XKjiGSIj,https://api.spotify.com/v1/audio-analysis/21CkzgKCBCq5V4XKjiGSIj,168685,4
61,0.886,0.967,4,-0.776,1,0.142,0.0157,0.389,0.239,0.745,128.1,audio_features,6LkIe2jYyUiFvSFY3jYPc4,spotify:track:6LkIe2jYyUiFvSFY3jYPc4,https://api.spotify.com/v1/tracks/6LkIe2jYyUiFvSFY3jYPc4,https://api.spotify.com/v1/audio-analysis/6LkIe2jYyUiFvSFY3jYPc4,168750,4
62,0.506,0.33,6,-12.362,1,0.0892,0.782,0.0,0.132,0.696,72.871,audio_features,69XgyxmE6zl5SmHf2NvjqU,spotify:track:69XgyxmE6zl5SmHf2NvjqU,https://api.spotify.com/v1/tracks/69XgyxmE6zl5SmHf2NvjqU,https://api.spotify.com/v1/audio-analysis/69XgyxmE6zl5SmHf2NvjqU,136438,4
63,0.612,0.963,5,-3.912,0,0.0531,0.00897,0.00378,0.294,0.179,138.009,audio_features,4ECA0jaumK20cc7vCqoYAA,spotify:track:4ECA0jaumK20cc7vCqoYAA,https://api.spotify.com/v1/tracks/4ECA0jaumK20cc7vCqoYAA,https://api.spotify.com/v1/audio-analysis/4ECA0jaumK20cc7vCqoYAA,183519,4
64,0.936,0.585,0,-6.914,1,0.125,0.0142,0.0,0.132,0.242,124.991,audio_features,0wbnC9AUenxp613TYaJsGK,spotify:track:0wbnC9AUenxp613TYaJsGK,https://api.spotify.com/v1/tracks/0wbnC9AUenxp613TYaJsGK,https://api.spotify.com/v1/audio-analysis/0wbnC9AUenxp613TYaJsGK,255379,4
65,0.461,0.897,3,-3.982,0,0.092,0.00821,0.0,0.0965,0.358,165.107,audio_features,4GssB27iJeqmfGxS94Tfij,spotify:track:4GssB27iJeqmfGxS94Tfij,https://api.spotify.com/v1/tracks/4GssB27iJeqmfGxS94Tfij,https://api.spotify.com/v1/audio-analysis/4GssB27iJeqmfGxS94Tfij,220537,4
66,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,audio_features,7yq4Qj7cqayVTp3FF9CWbm,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,https://api.spotify.com/v1/tracks/7yq4Qj7cqayVTp3FF9CWbm,https://api.spotify.com/v1/audio-analysis/7yq4Qj7cqayVTp3FF9CWbm,204280,4
67,0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,audio_features,1tkg4EHVoqnhR6iFEXb60y,spotify:track:1tkg4EHVoqnhR6iFEXb60y,https://api.spotify.com/v1/tracks/1tkg4EHVoqnhR6iFEXb60y,https://api.spotify.com/v1/audio-analysis/1tkg4EHVoqnhR6iFEXb60y,160000,4
68,0.799,0.647,9,-6.553,1,0.307,0.0748,1.13e-05,0.506,0.586,142.005,audio_features,7CC9nqOp7fXsoyKsitBZ6J,spotify:track:7CC9nqOp7fXsoyKsitBZ6J,https://api.spotify.com/v1/tracks/7CC9nqOp7fXsoyKsitBZ6J,https://api.spotify.com/v1/audio-analysis/7CC9nqOp7fXsoyKsitBZ6J,108160,4
69,0.883,0.674,11,-8.043,0,0.357,0.21,0.0,0.0678,0.73,141.02,audio_features,6uvMKqNlrSvcC4NaKnrwjZ,spotify:track:6uvMKqNlrSvcC4NaKnrwjZ,https://api.spotify.com/v1/tracks/6uvMKqNlrSvcC4NaKnrwjZ,https://api.spotify.com/v1/audio-analysis/6uvMKqNlrSvcC4NaKnrwjZ,278085,4
70,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,audio_features,3yfqSUWxFvZELEM4PmlwIR,spotify:track:3yfqSUWxFvZELEM4PmlwIR,https://api.spotify.com/v1/tracks/3yfqSUWxFvZELEM4PmlwIR,https://api.spotify.com/v1/audio-analysis/3yfqSUWxFvZELEM4PmlwIR,284200,4
71,0.725,0.807,11,-4.332,1,0.315,0.352,0.0,0.462,0.848,140.045,audio_features,6mSzsSdu0CWIV70jEjWMhI,spotify:track:6mSzsSdu0CWIV70jEjWMhI,https://api.spotify.com/v1/tracks/6mSzsSdu0CWIV70jEjWMhI,https://api.spotify.com/v1/audio-analysis/6mSzsSdu0CWIV70jEjWMhI,174857,4
72,0.85,0.68,3,-6.18,0,0.338,0.732,0.0,0.0964,0.694,144.006,audio_features,4D0GT8zWuA7Z2em6dpajAn,spotify:track:4D0GT8zWuA7Z2em6dpajAn,https://api.spotify.com/v1/tracks/4D0GT8zWuA7Z2em6dpajAn,https://api.spotify.com/v1/audio-analysis/4D0GT8zWuA7Z2em6dpajAn,173333,1
73,0.471,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,154.961,audio_features,2iUmqdfGZcHIhS3b9E9EWq,spotify:track:2iUmqdfGZcHIhS3b9E9EWq,https://api.spotify.com/v1/tracks/2iUmqdfGZcHIhS3b9E9EWq,https://api.spotify.com/v1/audio-analysis/2iUmqdfGZcHIhS3b9E9EWq,177280,4
